ifile,name,num_valid,voxelization_time,scn_time
83,4ab3ec113eb241d5abc93b2ebe1313df.bin,105925,1.500576,23.967104
84,4e9c011236e64ac3876e8ae12290b881.bin,63303,1.188672,13.528576
85,e991851a80d849f082070405128a942f.bin,46794,1.416736,10.215296
86,ed5b84e7ea6f434e99d7816b37d15f2f.bin,31907,1.189952,9.765152
87,fa4fd842a896479fa0f126d0e06c78bd.bin,34192,1.244288,10.132192
88,9f1086220cf64cf58551f5207efc31f6.bin,34741,1.273888,9.542016
89,2cdfb72242d1424c9d3bf8bcf8530cd3.bin,103709,1.366592,28.127264
90,9018d220fc7340998efa65631a9c3cd4.bin,104155,1.471584,26.005888
91,348c385855904deaba5c478b0f93cfb7.bin,114047,1.517888,27.862272
92,278d97e2af5547e989e99ab6d2d65b34.bin,89658,1.511648,17.683424
93,950d6f7fe8ca41538582327bf45afcc1.bin,107189,1.504256,22.363071
94,edea4d60969d47d09921b65cdee2cb1e.bin,79079,1.348672,15.635872
95,9d67cdab13e84fd1856e3c998dee2ece.bin,109306,1.471168,28.830591
96,b4568c3c716449ad915c3d31ea83ff2e.bin,79024,1.316352,15.665728
97,7e3b2e211788438c88a1840f5d2e6410.bin,70762,1.280128,13.690816
98,69b2fbb4027e492cb5703376d566b076.bin,60300,1.167840,11.955392
99,c9bb1b45a69f4c698c1b94df4d806519.bin,88449,1.418080,17.927809
100,a79ec336177c4db6a5579b335af98991.bin,98769,1.437344,21.410624
101,3fa7f4a3031e4f2da9e701fddcc0c525.bin,38677,1.245024,14.804512
102,37fd0ed6f7f249bd8ee12d3dc2592504.bin,67252,1.256864,14.016608
103,a75952698612457388fe4d65286ea809.bin,34463,1.238976,10.128736
104,c594b596cda64b80a0c453e6d0457415.bin,29696,1.125920,9.587296
105,f93bf83a3f0e44baa8ba57974aab4c33.bin,89174,1.443488,20.264511
106,791c46faae424d769d4c70fb72f437d7.bin,96905,1.383776,26.932032
107,d04c38eb3667435cbcadc46ee8eae374.bin,121821,1.540032,31.344065
108,6961c0f548444b1ca848236edf91a33e.bin,115739,1.512768,27.943329
109,451260b69da34aab8aed9197e283dde2.bin,90824,1.428448,18.150848
110,07036c3a872444c8a7f369d796aa401f.bin,30342,1.190336,9.689344
111,fe42b85d7f7a4107b650ffa993a4fbff.bin,114092,1.508608,26.152161
112,43cdc169284546798f3a66b131ac7c91.bin,94191,1.450336,19.896288
113,954a8657284e48488048a7ca32e4d9e3.bin,77860,1.251904,21.218945
114,0acd18a285544d33a6bbb11fe37af5bd.bin,106803,1.524224,24.234112
115,8ef17257025146b19306abed70229687.bin,42633,1.154048,11.813152
116,5e10fe792690427ebf26e32eba6281dd.bin,87377,1.325664,19.505856
117,98ee37d7d8714802ad0182ee67db1fa3.bin,105395,1.418144,29.547680
118,8a0af59b07f543a0a165180a12472d04.bin,77279,1.238368,20.962080
119,3307d1211dfd442db4a6ae544c2ae197.bin,73825,1.209376,20.693537
120,cdd29238803446ba84398ca3a4292c19.bin,83251,1.305152,20.963520
121,5b58b84c5f28465e83690772812e8b3d.bin,98721,1.390112,25.917440
122,d8cc7ad7ebc44bca98de21543ae2ad09.bin,47259,1.301504,12.263744
123,f8883f89a30a4cafb79e49f6f533e4f5.bin,118485,1.508512,28.311808
124,e5395428189c42cf9bdad9aac0325a88.bin,32869,1.263456,9.986176
125,18b3ef8c389240f39196a55621eb1930.bin,33220,1.198784,10.776704
126,57417521864243b8877733aa6b372276.bin,42313,1.386720,14.900160
127,15f61a56df7a4ecab63dda6cff25e7a0.bin,114921,1.546976,26.454271
128,856ccc626a4a4c0aaac1e62335050ac0.bin,109340,1.506752,25.385664
129,d07db190a3c14383b739d298818570e6.bin,64674,1.234816,13.617312
130,754e47c56a9f4d658d62a3d458f9d7b4.bin,94569,1.381792,23.517120
131,08303db5860e4e67b5b4ab7c30d41902.bin,98365,1.380992,25.075647
132,4208e9982fbb49329271ee6dc0dbcf64.bin,102131,1.420736,25.389696
133,9e545368482a44e282aa0d7e66fe8654.bin,71531,1.353824,13.025440
134,0924dd818c3e44eb9563984a253d51a6.bin,26269,1.056896,10.198496
135,e0fc0697837f4562b44fbcb82a419668.bin,91540,1.331840,20.046335
136,741476cbf3f2499583da8f1e2576f31a.bin,29732,1.169312,9.625952
137,178c06a23bbc4b0cb34a8708f48cf88c.bin,73660,1.307328,13.720288
138,2a398f57e45e4b018ecbc3412882e05c.bin,98987,1.412704,25.909857
139,cf53df0209f34b319ac84daa331a9d43.bin,88399,1.376640,24.719007
140,582240fdf8ba49cc8186a3002d17c11b.bin,96058,1.311744,24.247168
141,dd9273a1019a4eba8ef36232a45dd23f.bin,99360,1.478880,22.230688
142,84d3fc3616134756aa8a9545a5706e62.bin,95318,1.503840,21.369312
143,fde1435fa125431d9eb22d8e5e254a32.bin,109208,1.462592,26.314880
144,6e0955c28ecb405b98d91b089761dbbb.bin,16966,1.149792,9.812768
145,198b5dbadb9f4bc5b3447496aa4d6020.bin,105939,1.493312,23.435713
146,b9507f86eb3547bd9a5c387b42f156cc.bin,69764,1.392032,17.060831
147,4a41494da2af427e88ddb85259806046.bin,87405,1.456288,14.965600
148,cc8d4c547001442dad2c46fa7f2306c4.bin,97838,1.461728,22.031551
149,0b8bdcce84ce40a8982a6a5909ce7b33.bin,105932,1.471392,23.889055
150,5f52fc6688cd4b098799012ee6a04875.bin,115310,1.494464,28.093857
151,30d93e4625f74b07a9966a5f8e9efa9e.bin,74205,1.292256,17.549473
152,c07a480048b04e989f6fc1e002e5c5b8.bin,16897,1.119104,10.694816
153,d11f99c71cc44264a994fb0a14494b55.bin,88700,1.494176,17.785280
154,5b360c6fe72d497185ef502483f1ac68.bin,81661,1.354688,16.527649
155,9b20ac04b6c24948b4658246d6fe9e97.bin,82366,1.428288,16.247040
156,56a74470839d4c24b2878a7c5d0116e1.bin,76485,1.435456,12.555232
157,c040a969ea194be38ab9d25d97c9d9fc.bin,101983,1.432864,25.993664
158,3c23cd7c54034c298278d81d0b3d3954.bin,80860,1.401248,16.783457
159,3d83906b6b874b58a26223d23dad4d86.bin,76015,1.242912,17.225183
160,53e9e509e9e94f799620e2d554356c4d.bin,68730,1.222720,17.047585
161,ae239c877672435abcdd6b538ab68b37.bin,91713,1.368128,22.006081
162,eb22b014e4e7418b985bdd29260c0ed4.bin,110833,1.452256,28.381121
163,921c03f24e714e429d160beb33ba6db1.bin,32546,1.117600,11.713536
164,bda4f0fb063b43648614009183ddb205.bin,114213,1.523520,31.305664
165,7184209f0b664006a01f7dea4e4ed12c.bin,115238,1.459264,31.311808
166,3acae4c6cc3f49b6a654780f3c852b4c.bin,66520,1.243680,13.823552
167,0791e7e86b98473795eeffe238d6c13b.bin,111600,1.526944,25.165472
168,0106a9b8e65f4ad1867b44591aeed8b0.bin,111342,1.486016,27.954880
169,5022a147c6dc4b528605b35a90b55067.bin,99991,1.464640,24.193024
170,0526f810f7754fe8b8a4ae62fc76c535.bin,74041,1.381120,14.098848
171,cef359e1c05b416caaa25c7153269bad.bin,98284,1.476416,20.511648
172,ab5438b937a54b318799f79a9555c4b3.bin,46885,1.358048,10.917600
173,96759fe0ba264f178d7d60ef4dc129b7.bin,94474,1.475840,21.622688
174,9dec7ba7e6d44e069cc6a6c124c91ce0.bin,104491,1.445632,26.931232
175,95da06d762ea41ed8050c8d7a9cefa8c.bin,46981,1.402048,15.439776
176,22186f4894ab46b481a9e1ee31d7734e.bin,115261,1.534624,28.308737
177,8d1c7b2b85fe4befb66efe9e05e0d939.bin,110361,1.547040,22.070528
178,72f030bd5dd142d497c090dc04bb5697.bin,74780,1.371936,17.287169
179,67aad7ad948f44f8af668ea8389bdd52.bin,96843,1.380448,25.278368
180,f69afa3eed11447eb559f49c325f02d7.bin,103825,1.500416,23.590561
181,a142fabdc9624bba92782f8b3200202d.bin,76169,1.374400,17.069376
182,aa126aada7ec4a46b23162e57a7a023f.bin,35741,1.405792,10.984320
183,814f40cea21041308224320c40274e51.bin,98996,1.494048,20.811647
184,702718159551426784c32a0722aac622.bin,31894,1.243712,10.679392
185,42de34837ddf4633adc4aedf2e824c5e.bin,78205,1.380448,13.557792
186,a6261bd83c5e4e1985012b6c6c51fce0.bin,109780,1.501280,27.170849
187,bbfbdfbb51634a7885c8c8aa5c7d3ada.bin,38693,1.273984,16.345087
188,cc6d0652e2eb4240b6f07ad1be99109c.bin,83352,1.380704,17.145824
189,84fd8f6d5b2c406e9ddd1c3b72690917.bin,112769,1.502336,23.889120
190,0fb0991d71d2430aa4ccda45dd7a3bc4.bin,86335,1.367200,17.220991
191,1c7ffbf13c214f45b62d5ad58d939650.bin,84923,1.367840,17.487488
192,ab959d16b505476fa14530f8f76da1bb.bin,99917,1.439296,23.804895
193,d2695a8237424836a115110981fa9e98.bin,105958,1.481952,23.925312
194,55c258972acb4300a3a6077a531ab050.bin,87191,1.384768,20.909056
195,4c687bbe18104da1b9eef242d5abbe6b.bin,94734,1.406240,21.386528
196,34cf97ab4d6b452d862ae6c8374f7ee9.bin,94797,1.414688,24.613344
197,3adeaa8b4f5f4b32a361534424ec6c71.bin,93724,1.409536,24.501793
198,2efb57e90b3e4a108bb11ce576041a35.bin,113499,1.528512,27.786783
199,f86efa52f865437082324b8790e50b16.bin,73409,1.317888,17.506847
200,3801084b90234e549993175e80c87c94.bin,28058,1.135232,10.422464
201,6f1d27de5c6645f08e708e670d65b5d2.bin,79580,1.292000,20.522783
202,1f048fa210c64e80b9d57e3dc757702c.bin,14661,1.016544,8.714144
203,d82980cf7e294905b8b8678fed8a9530.bin,112284,1.479040,28.994656
204,df9cfdd33f954df9be47fcc2969d1791.bin,79845,1.219264,17.052864
205,7f4c0c97221549db87322909462d24a5.bin,91089,1.368928,20.184128
206,42752758fe0a460e8eb8ec6e16de0ba3.bin,59192,1.245664,11.658592
207,398ab5422d3047dcb56b36a8f7d7ebeb.bin,93958,1.442816,19.710655
208,daf72c4f98044849b0b99b72d4a8c5ad.bin,91913,1.434112,20.098080
209,0fb30231646d435eac8ed83dbe20ac4f.bin,67944,1.247648,13.388224
210,170c222d8a514f258839c489fb48ff0f.bin,109588,1.436768,29.914721
211,7955a19c9fc348ee9efc6651fce327a6.bin,71031,1.181984,17.614719
212,ab787927932e426092de09da17936634.bin,54962,1.133184,11.308992
213,d5c86824b36b4dbba467399bf3123d90.bin,74194,1.235840,18.325089
214,bce683c603f2469ab654d6395367ce09.bin,89241,1.424128,17.943296
215,4094ae4656fb4b8fb1906192b24a34cb.bin,89945,1.308608,24.193439
216,15941cb0513448e6a149afb7d954da9a.bin,31395,1.154336,11.149056
217,d527bdde872340a383de3a7cf3979e7d.bin,35812,1.242464,10.361312
218,3e2926beda084f788675fb82964d17b7.bin,117585,1.511232,29.237728
219,456ec36cb4a44ca78f36fbd90c0c34fa.bin,94517,1.479744,18.389664
220,bd0a172dbc9045d5a11b1980ccfb0d53.bin,85737,1.339520,20.588287
221,fb2a700732f24bfe86d1187ba7492ba2.bin,110208,1.509760,25.400991
222,1da9c46177344f4f9ebd3d15d199b785.bin,70397,1.252832,15.589472
223,f7b3cd928a034c48b606db29a5f2b3c5.bin,93471,1.355424,25.110081
224,6f6298fc30904f67adf4eaa6c7bb70e9.bin,96166,1.516608,19.225632
225,fe87516995a947d285cd5d815f479eaf.bin,105329,1.442592,26.288383
226,7f7fc8127993448a873bf72886a77a37.bin,121776,1.534304,28.686176
227,a15bd188376049479320d79c39611040.bin,72573,1.216736,15.189632
228,6d0cc921b3564b00ac7925cf529310ae.bin,90209,1.411168,20.322752
229,bab566602032418a86adb3e70bfaef04.bin,104427,1.398496,27.573824
230,726cd21b8e70449182811a38c4b8ac5b.bin,76480,1.249824,17.848864
231,995b3a75250b4fc5a5b785f90b5e739e.bin,96411,1.377184,25.353537
232,c81a1a2b42f04905a14373fcb4842658.bin,77259,1.331040,18.619455
233,d9cfb198219e4112b33e15f5ff448c05.bin,92738,1.464992,19.949312
234,0d3531c4944b42cb8addf066402c3e4c.bin,88302,1.444192,17.403872
235,cae4019561f143f5b924529ea50bf8a8.bin,90820,1.408896,21.285631
236,7e5447a8b3184ab1a0664511d21b8c6f.bin,32939,1.277792,9.957056
237,451419e30ed04ab189dcee83d85edaac.bin,114048,1.522912,25.041248
238,7fd597745c26471ab336b3dd41a5f6dc.bin,121333,1.554176,31.118015
239,9234bbf8c7c14d758c541f475cfa95b3.bin,104664,1.442560,23.526144
240,347769891ac0459d868710c7542324a8.bin,95721,1.413472,21.980640
241,0afa886817744d61be66f0bcea2be47c.bin,114862,1.476672,29.572161
242,d7f3a1ff633c493a87a94ab0b39a14a7.bin,102580,1.496192,24.834848
243,c0e18beded2d45d29662c2129503d4f7.bin,42266,1.418144,14.950176
244,7df1288fed8a403b8e7a35112b392d7c.bin,106432,1.514752,25.792608
245,8a75ea80dd4646d7bf2775ccfd012db6.bin,103536,1.527552,21.907936
246,b3f975c461014d0e841c56a20a180f7f.bin,99358,1.372896,26.369600
247,7057a04d83e447829ea18cc201fef956.bin,30768,1.152032,9.718912
248,4df2af10c79949eba536dbbaaa631b33.bin,34048,1.273664,10.165152
249,510c3f937ce54fafa51f9c9f98f0a4a5.bin,117223,1.476032,32.122272
250,b32fbd9e38c74aaf9ca5e733d359281c.bin,36051,1.433408,11.019200
251,ca08ecf430ce4eceaea30a6a2a8eef95.bin,85995,1.324224,21.773409
252,defaecb99b984b85a8630d73f5afaba2.bin,99737,1.486912,22.745695
253,54dd93feb4b34fc4b57470531bd79ff5.bin,92349,1.504416,17.586336
254,ad6cb1691dbd40669381492fc63b3b8c.bin,72094,1.332960,13.099744
255,0d2418d9f09e438bbe698731476bd8d7.bin,82057,1.346976,18.882912
256,a7cd913cf0824cec944f7f98a693e713.bin,89921,1.314880,22.242657
257,4f497d33a81042ae992f5109f2ea072f.bin,39847,1.261024,14.969920
258,9fc32f878bfc48e7917b5f24db487cc9.bin,38370,1.319136,8.630016
259,4cecbedd7c9c406ba5a0b22a3fa2e49c.bin,17709,1.207456,7.664064
260,1f73768be216451fa02caa38b04a62b3.bin,54449,1.295232,15.557536
261,1fa5506ca31d4174955140d2138db679.bin,92447,1.439904,23.483969
262,4ac8bb201c7f44cfad407f00d3b18c4d.bin,38067,1.160864,14.997056
263,d09b065aa1c74e31b0742ec36052f9c9.bin,36631,1.382336,11.014816
264,e63b580425fc45b5a585a45523bac035.bin,104777,1.444256,25.769119
265,ee14b9434c8c4adf838d3b862ed1f62e.bin,98847,1.436928,25.572479
266,114e0ea88971491bb49e93d56ff96419.bin,87855,1.465344,17.967104
267,1a18bb13ad6444f0a036b0d33f41a83e.bin,106484,1.476160,21.718369
268,cfb661d2947841ad8d6d18a0bb169d80.bin,76151,1.406496,15.246272
269,02617ba197894806bcbedadfd079f842.bin,106302,1.417600,26.555616
270,e9026a37fbb840b088677d7bbb2ea67f.bin,109101,1.487104,27.957504
271,d90f206c2a2e405e912ee046b0b27d85.bin,93924,1.458304,22.747265
272,b62301d314354c24a5112e796ee19d59.bin,92179,1.458304,19.969952
273,9f5b95a0bb20428188d4abae6a0579d1.bin,95548,1.460768,18.849728
274,3511eec3e52940aaaa964b145ed5dbc7.bin,119751,1.533792,28.131168
275,5abd3d15e63c44a8a8189a6e70a496ef.bin,101350,1.469344,25.126528
276,9e226262318d4df88e6221e46b8fe4c9.bin,65148,1.214272,12.351680
277,d7566c88bc6e4bfebf27e8322679090b.bin,41857,1.192096,9.229088
278,5bdba79e793f4133981f352b450b50c3.bin,97330,1.401312,21.730017
279,57a80885dce842049aa03cd95ccca916.bin,118595,1.565728,27.604193
280,2f9d30aaef5a462c99246c3b85624b49.bin,118354,1.546336,28.009665
281,399de82a68d24437980d200d3be092ad.bin,75186,1.294976,17.580896
282,15f664ac78d3419b923732521129a5ec.bin,98773,1.435648,21.366816
283,b4992b8d1b624ea698b8ee2342bf9661.bin,32940,1.354720,9.134304
284,d63d4b75524f4c77aa9c7f070b006911.bin,89589,1.374112,20.578112
285,2d11e1f994bb48b2b65f8fe2d28004c3.bin,90845,1.397728,20.297537
286,d42e413c7c4d4fbdba460be4f8d01da1.bin,77145,1.269088,18.537537
287,e401b2cdb56d4d6599fcf40ed020ad9c.bin,90406,1.423744,20.706944
288,cef8438abb7d46a2b08f0e1787364bca.bin,88777,1.284416,24.028353
289,e438f78547964043a1542d2eedfae584.bin,107006,1.512128,21.529728
290,b7859e2fa4b24192b675a8a67bec5790.bin,87235,1.396672,19.773760
291,4b2432efe87841efb4539660defeb601.bin,78103,1.269664,19.229856
292,a542b5d6a76c42a49ee3cf4f7130553c.bin,101867,1.475008,23.586432
293,81f68870ae19470a93ae51e7ff2583ef.bin,117299,1.500672,29.044128
294,95ead133ce5a4c7fac5e5a2b2650d552.bin,65713,1.370272,11.226400
295,f961c0cdd3224259b0cce16b74b6bbfd.bin,120723,1.560192,29.809183
296,0b8e2d1a950d4f45b9110118e3497763.bin,25894,1.105728,9.651328
297,7bb8d00122624267a777a5ed487b8703.bin,80926,1.472736,17.919807
298,d95ac2beff4e495fbf394d62bdefde3b.bin,87052,1.341120,19.134081
299,d95e76da76344b1e84cfffcd65f84b2d.bin,36029,1.344832,9.640352
300,f3697fc3fbbe4b64acffcd7816e7a59b.bin,74827,1.392896,13.107616
301,a5d381511d6748fb8626ab563d6c7022.bin,104562,1.503488,23.017792
302,8e4a8d5faf5e42bd85af535c791bf9fa.bin,91613,1.328000,18.515455
303,2e137fee62e241aca2966876af1e201f.bin,99455,1.433696,23.594175
304,3fe58fa3dd15490a82d1c9fd997fbc5b.bin,36548,1.352416,9.727008
305,27fb1580a2154ed980333554e2678dcf.bin,99634,1.409920,24.011553
306,82aa58cdc18a4b03ae40861cb0ecef79.bin,112852,1.454976,30.418049
307,104e1393ff1d4d7d8d56603527a77080.bin,108146,1.469280,25.955263
308,b8766f4291d5449d95bab459ca724ad8.bin,33930,1.249248,10.227872
309,b5636063a79d4813ae3424b0fb73a143.bin,82293,1.262400,20.418592
310,05527b6dcbb8472a85fa6b7999f63277.bin,97972,1.465248,20.987841
311,5d1c94a4e79c4ae8ab8a58977826b106.bin,117625,1.503776,32.690945
312,7a4691919fd44e7e9695cd367bcad6cb.bin,114285,1.580192,25.141472
313,d413774bb9a94863a84c3b906ce55064.bin,83722,1.287744,20.769279
314,a11122da55ec4b27b580c23e8473e874.bin,59809,1.373088,10.940960
315,2d762f1da64744c3ad3dd234e05ebf37.bin,91869,1.460640,18.920256
316,54de2c07683841cf8626494bdc4ae1d4.bin,114776,1.477152,27.053057
317,4d37ee8f85284d62a1f7465e2b005643.bin,69836,1.157504,17.662016
318,516d7cdd62404c32a3b2540c31d3c077.bin,113741,1.421600,32.391296
319,679c8be08ef5439d830ac32184e3f31f.bin,97923,1.399520,25.642912
320,b77dbdb5e6a7429dbbdb3ea86c7ec3b8.bin,68032,1.244960,14.698848
321,bfbec01aed26439ab0b1442b10a75a16.bin,76046,1.279232,16.881439
322,309a9721e7184261beb804f18d385044.bin,96493,1.414912,21.890144
323,9d0b36d611be43ffa9244ee9a4e9c5e9.bin,94264,1.480960,23.752031
324,6f07416b98d14cccbef1ca05f43bb72e.bin,100729,1.467072,22.456287
325,5ddf6aeb821146de8fd98fd73dfe02df.bin,32958,1.264640,10.292000
326,ae99f920a69243f48718491110582d6e.bin,92779,1.439136,20.695871
327,713c08361c034a2e93ba00a2151775ef.bin,114260,1.537888,27.277439
328,0d9c4c2de24b49758901191f623d426b.bin,91572,1.430624,19.727200
329,ef0b61422c07498fb30f3dcf12f4ed1c.bin,40050,1.271296,14.950624
330,c2ce54c63d3c4460b0fe76857f1993d1.bin,111060,1.459008,31.773088
331,5fdb29ad896c4eada9f5db6328ed639d.bin,29099,1.079104,10.490464
332,db29741bf3e2411e953597309225f41c.bin,76128,1.295680,17.803360
333,1b120b73e0374cddbf17ac9e6656dcb6.bin,40714,1.316800,15.419744
334,fa4978c3e74f4d288f1daed5909dc6ee.bin,107019,1.480672,28.231680
335,6648ade33185426ea5864cdf7e0f028c.bin,93138,1.312640,21.131231
336,4213954afbbf49db872817069f73ae7e.bin,36166,1.367520,10.985280
337,9c6aa2cb631841abb2cd4bebea86d03f.bin,90619,1.301728,21.332960
338,03e1fa4ec2664a34987dcc8c2898d94d.bin,118369,1.499136,30.917440
339,c5192d9d1f9b48fea113e58f83b93462.bin,33834,1.343840,9.555616
340,773712537f064bed866ee4be0a425261.bin,104562,1.461472,25.980385
341,848d0535939349018c41668705f60469.bin,116089,1.574560,24.314144
342,5a9cb38d50ba4282b6f26249a06ed700.bin,103347,1.438336,24.904032
343,298d59b27acb44e3b91aa8951b246488.bin,72532,1.323744,15.160128
344,e64806d2f67946fb9d0ed02bdd0cb616.bin,48580,1.324448,15.058496
345,ebf86bc5df2747f3ac2a1db0bd1ecf50.bin,31569,1.201376,9.852736
346,a3da8976af104ae7a48a186c610a229a.bin,102699,1.476672,21.650145
347,1a89f57231644ef9a941a51bc4322bdd.bin,39581,1.237376,13.609152
348,ecc9c875abe34151820fa427141d7471.bin,77959,1.445504,15.536480
349,deeb650a84054a07917eb84e21a358de.bin,95058,1.511136,20.912800
