ifile,name,num_valid,voxelization_time,scn_time
97,7e3b2e211788438c88a1840f5d2e6410.bin,70762,1.348096,13.676704
98,69b2fbb4027e492cb5703376d566b076.bin,60300,1.211072,11.892032
99,c9bb1b45a69f4c698c1b94df4d806519.bin,88449,1.437216,17.802752
100,a79ec336177c4db6a5579b335af98991.bin,98769,1.446304,21.578848
101,3fa7f4a3031e4f2da9e701fddcc0c525.bin,38677,1.247520,14.778432
102,37fd0ed6f7f249bd8ee12d3dc2592504.bin,67252,1.233568,14.078944
103,a75952698612457388fe4d65286ea809.bin,34463,1.212096,10.077184
104,c594b596cda64b80a0c453e6d0457415.bin,29696,1.117376,9.582528
105,f93bf83a3f0e44baa8ba57974aab4c33.bin,89174,1.426560,20.502144
106,791c46faae424d769d4c70fb72f437d7.bin,96905,1.385280,26.879744
107,d04c38eb3667435cbcadc46ee8eae374.bin,121821,1.520320,31.880224
108,6961c0f548444b1ca848236edf91a33e.bin,115739,1.568064,28.035648
109,451260b69da34aab8aed9197e283dde2.bin,90824,1.444288,18.575392
110,07036c3a872444c8a7f369d796aa401f.bin,30342,1.204256,9.663296
111,fe42b85d7f7a4107b650ffa993a4fbff.bin,114092,1.519072,26.349184
112,43cdc169284546798f3a66b131ac7c91.bin,94191,1.435712,20.129375
113,954a8657284e48488048a7ca32e4d9e3.bin,77860,1.251328,21.881504
114,0acd18a285544d33a6bbb11fe37af5bd.bin,106803,1.534656,24.793728
115,8ef17257025146b19306abed70229687.bin,42633,1.163712,12.234944
116,5e10fe792690427ebf26e32eba6281dd.bin,87377,1.320064,19.466881
117,98ee37d7d8714802ad0182ee67db1fa3.bin,105395,1.446720,29.594112
118,8a0af59b07f543a0a165180a12472d04.bin,77279,1.256384,21.228096
119,3307d1211dfd442db4a6ae544c2ae197.bin,73825,1.210048,20.684641
120,cdd29238803446ba84398ca3a4292c19.bin,83251,1.306912,20.922239
121,5b58b84c5f28465e83690772812e8b3d.bin,98721,1.423808,25.838017
122,d8cc7ad7ebc44bca98de21543ae2ad09.bin,47259,1.279200,12.315904
123,f8883f89a30a4cafb79e49f6f533e4f5.bin,118485,1.498080,29.026400
124,e5395428189c42cf9bdad9aac0325a88.bin,32869,1.239520,9.989792
125,18b3ef8c389240f39196a55621eb1930.bin,33220,1.242848,10.819488
126,57417521864243b8877733aa6b372276.bin,42313,1.371488,15.275968
127,15f61a56df7a4ecab63dda6cff25e7a0.bin,114921,1.564224,27.126465
128,856ccc626a4a4c0aaac1e62335050ac0.bin,109340,1.526080,25.924160
129,d07db190a3c14383b739d298818570e6.bin,64674,1.241888,13.789536
130,754e47c56a9f4d658d62a3d458f9d7b4.bin,94569,1.388960,23.800385
131,08303db5860e4e67b5b4ab7c30d41902.bin,98365,1.381920,25.236383
132,4208e9982fbb49329271ee6dc0dbcf64.bin,102131,1.430624,25.458303
133,9e545368482a44e282aa0d7e66fe8654.bin,71531,1.400032,13.021664
134,0924dd818c3e44eb9563984a253d51a6.bin,26269,1.033952,10.443584
135,e0fc0697837f4562b44fbcb82a419668.bin,91540,1.346368,20.094624
136,741476cbf3f2499583da8f1e2576f31a.bin,29732,1.112544,9.607648
137,178c06a23bbc4b0cb34a8708f48cf88c.bin,73660,1.305792,13.705760
138,2a398f57e45e4b018ecbc3412882e05c.bin,98987,1.421600,26.261984
139,cf53df0209f34b319ac84daa331a9d43.bin,88399,1.375456,24.668097
140,582240fdf8ba49cc8186a3002d17c11b.bin,96058,1.320800,24.481953
141,dd9273a1019a4eba8ef36232a45dd23f.bin,99360,1.476320,22.495552
142,84d3fc3616134756aa8a9545a5706e62.bin,95318,1.463104,21.934912
143,fde1435fa125431d9eb22d8e5e254a32.bin,109208,1.481760,26.525248
144,6e0955c28ecb405b98d91b089761dbbb.bin,16966,1.147744,9.808768
145,198b5dbadb9f4bc5b3447496aa4d6020.bin,105939,1.516192,23.734848
146,b9507f86eb3547bd9a5c387b42f156cc.bin,69764,1.396896,17.332129
147,4a41494da2af427e88ddb85259806046.bin,87405,1.460704,15.016800
148,cc8d4c547001442dad2c46fa7f2306c4.bin,97838,1.444704,22.209536
149,0b8bdcce84ce40a8982a6a5909ce7b33.bin,105932,1.467776,24.222624
150,5f52fc6688cd4b098799012ee6a04875.bin,115310,1.488096,28.301727
151,30d93e4625f74b07a9966a5f8e9efa9e.bin,74205,1.288512,17.551136
152,c07a480048b04e989f6fc1e002e5c5b8.bin,16897,1.133120,11.234176
153,d11f99c71cc44264a994fb0a14494b55.bin,88700,1.481792,17.744287
154,5b360c6fe72d497185ef502483f1ac68.bin,81661,1.334688,16.543743
155,9b20ac04b6c24948b4658246d6fe9e97.bin,82366,1.434944,16.200319
156,56a74470839d4c24b2878a7c5d0116e1.bin,76485,1.455968,12.747808
157,c040a969ea194be38ab9d25d97c9d9fc.bin,101983,1.415488,26.116993
158,3c23cd7c54034c298278d81d0b3d3954.bin,80860,1.394016,16.730495
159,3d83906b6b874b58a26223d23dad4d86.bin,76015,1.236992,17.390495
160,53e9e509e9e94f799620e2d554356c4d.bin,68730,1.218144,16.992640
161,ae239c877672435abcdd6b538ab68b37.bin,91713,1.352352,22.245632
162,eb22b014e4e7418b985bdd29260c0ed4.bin,110833,1.435552,28.682112
163,921c03f24e714e429d160beb33ba6db1.bin,32546,1.121184,12.070496
164,bda4f0fb063b43648614009183ddb205.bin,114213,1.505664,31.448769
165,7184209f0b664006a01f7dea4e4ed12c.bin,115238,1.452352,31.508768
166,3acae4c6cc3f49b6a654780f3c852b4c.bin,66520,1.227968,13.919808
167,0791e7e86b98473795eeffe238d6c13b.bin,111600,1.512544,25.668192
168,0106a9b8e65f4ad1867b44591aeed8b0.bin,111342,1.500608,28.396896
169,5022a147c6dc4b528605b35a90b55067.bin,99991,1.444224,24.614401
170,0526f810f7754fe8b8a4ae62fc76c535.bin,74041,1.356352,14.064832
171,cef359e1c05b416caaa25c7153269bad.bin,98284,1.466464,20.459295
172,ab5438b937a54b318799f79a9555c4b3.bin,46885,1.325952,10.871392
173,96759fe0ba264f178d7d60ef4dc129b7.bin,94474,1.452768,21.947359
174,9dec7ba7e6d44e069cc6a6c124c91ce0.bin,104491,1.442688,27.590240
175,95da06d762ea41ed8050c8d7a9cefa8c.bin,46981,1.384256,15.973472
176,22186f4894ab46b481a9e1ee31d7734e.bin,115261,1.530048,28.909248
177,8d1c7b2b85fe4befb66efe9e05e0d939.bin,110361,1.525920,22.092705
178,72f030bd5dd142d497c090dc04bb5697.bin,74780,1.375936,17.598047
179,67aad7ad948f44f8af668ea8389bdd52.bin,96843,1.365504,25.831072
180,f69afa3eed11447eb559f49c325f02d7.bin,103825,1.466912,23.932032
181,a142fabdc9624bba92782f8b3200202d.bin,76169,1.412192,17.297440
182,aa126aada7ec4a46b23162e57a7a023f.bin,35741,1.356576,10.955808
183,814f40cea21041308224320c40274e51.bin,98996,1.496608,21.271584
184,702718159551426784c32a0722aac622.bin,31894,1.204160,10.756768
185,42de34837ddf4633adc4aedf2e824c5e.bin,78205,1.378240,13.523360
186,a6261bd83c5e4e1985012b6c6c51fce0.bin,109780,1.510912,27.367680
187,bbfbdfbb51634a7885c8c8aa5c7d3ada.bin,38693,1.266496,16.822016
188,cc6d0652e2eb4240b6f07ad1be99109c.bin,83352,1.384320,17.153343
189,84fd8f6d5b2c406e9ddd1c3b72690917.bin,112769,1.511648,24.099648
190,0fb0991d71d2430aa4ccda45dd7a3bc4.bin,86335,1.364160,17.297024
191,1c7ffbf13c214f45b62d5ad58d939650.bin,84923,1.401984,17.978912
192,ab959d16b505476fa14530f8f76da1bb.bin,99917,1.427040,24.213921
193,d2695a8237424836a115110981fa9e98.bin,105958,1.488512,24.414881
194,55c258972acb4300a3a6077a531ab050.bin,87191,1.381760,21.031584
195,4c687bbe18104da1b9eef242d5abbe6b.bin,94734,1.399424,20.795263
196,34cf97ab4d6b452d862ae6c8374f7ee9.bin,94797,1.484032,24.952959
197,3adeaa8b4f5f4b32a361534424ec6c71.bin,93724,1.411456,24.658016
198,2efb57e90b3e4a108bb11ce576041a35.bin,113499,1.552864,28.474367
199,f86efa52f865437082324b8790e50b16.bin,73409,1.324384,17.822336
200,3801084b90234e549993175e80c87c94.bin,28058,1.138112,10.686208
201,6f1d27de5c6645f08e708e670d65b5d2.bin,79580,1.276000,20.831873
202,1f048fa210c64e80b9d57e3dc757702c.bin,14661,1.035808,9.175392
203,d82980cf7e294905b8b8678fed8a9530.bin,112284,1.482016,29.008545
204,df9cfdd33f954df9be47fcc2969d1791.bin,79845,1.226304,16.877600
205,7f4c0c97221549db87322909462d24a5.bin,91089,1.367744,20.208639
206,42752758fe0a460e8eb8ec6e16de0ba3.bin,59192,1.226208,11.681472
207,398ab5422d3047dcb56b36a8f7d7ebeb.bin,93958,1.460832,19.818432
208,daf72c4f98044849b0b99b72d4a8c5ad.bin,91913,1.452064,20.503040
209,0fb30231646d435eac8ed83dbe20ac4f.bin,67944,1.239104,13.873664
210,170c222d8a514f258839c489fb48ff0f.bin,109588,1.456480,30.647232
211,7955a19c9fc348ee9efc6651fce327a6.bin,71031,1.172224,17.609600
212,ab787927932e426092de09da17936634.bin,54962,1.125184,11.447680
213,d5c86824b36b4dbba467399bf3123d90.bin,74194,1.247008,18.352545
214,bce683c603f2469ab654d6395367ce09.bin,89241,1.402560,18.481537
215,4094ae4656fb4b8fb1906192b24a34cb.bin,89945,1.322912,24.401089
216,15941cb0513448e6a149afb7d954da9a.bin,31395,1.167552,11.498464
217,d527bdde872340a383de3a7cf3979e7d.bin,35812,1.249824,10.913920
218,3e2926beda084f788675fb82964d17b7.bin,117585,1.514464,29.275265
219,456ec36cb4a44ca78f36fbd90c0c34fa.bin,94517,1.479328,18.301344
220,bd0a172dbc9045d5a11b1980ccfb0d53.bin,85737,1.353664,20.683008
221,fb2a700732f24bfe86d1187ba7492ba2.bin,110208,1.508896,25.747681
222,1da9c46177344f4f9ebd3d15d199b785.bin,70397,1.257440,15.433600
223,f7b3cd928a034c48b606db29a5f2b3c5.bin,93471,1.343424,25.607744
224,6f6298fc30904f67adf4eaa6c7bb70e9.bin,96166,1.489056,19.364897
225,fe87516995a947d285cd5d815f479eaf.bin,105329,1.440928,26.516096
226,7f7fc8127993448a873bf72886a77a37.bin,121776,1.537024,28.921024
227,a15bd188376049479320d79c39611040.bin,72573,1.214336,15.345504
228,6d0cc921b3564b00ac7925cf529310ae.bin,90209,1.407104,20.866016
229,bab566602032418a86adb3e70bfaef04.bin,104427,1.425280,27.537504
230,726cd21b8e70449182811a38c4b8ac5b.bin,76480,1.301536,18.266912
231,995b3a75250b4fc5a5b785f90b5e739e.bin,96411,1.414656,25.724577
232,c81a1a2b42f04905a14373fcb4842658.bin,77259,1.374304,18.923489
233,d9cfb198219e4112b33e15f5ff448c05.bin,92738,1.485216,20.335680
234,0d3531c4944b42cb8addf066402c3e4c.bin,88302,1.495424,17.330624
235,cae4019561f143f5b924529ea50bf8a8.bin,90820,1.437696,21.288736
236,7e5447a8b3184ab1a0664511d21b8c6f.bin,32939,1.237952,9.956608
237,451419e30ed04ab189dcee83d85edaac.bin,114048,1.515040,25.188608
238,7fd597745c26471ab336b3dd41a5f6dc.bin,121333,1.518976,31.281281
239,9234bbf8c7c14d758c541f475cfa95b3.bin,104664,1.436288,24.007328
240,347769891ac0459d868710c7542324a8.bin,95721,1.424032,21.983648
241,0afa886817744d61be66f0bcea2be47c.bin,114862,1.475072,29.704992
242,d7f3a1ff633c493a87a94ab0b39a14a7.bin,102580,1.524896,25.080929
243,c0e18beded2d45d29662c2129503d4f7.bin,42266,1.401856,15.677728
244,7df1288fed8a403b8e7a35112b392d7c.bin,106432,1.503296,26.060543
245,8a75ea80dd4646d7bf2775ccfd012db6.bin,103536,1.516352,22.421568
246,b3f975c461014d0e841c56a20a180f7f.bin,99358,1.373152,26.762465
247,7057a04d83e447829ea18cc201fef956.bin,30768,1.148224,9.711776
248,4df2af10c79949eba536dbbaaa631b33.bin,34048,1.240992,10.096736
249,510c3f937ce54fafa51f9c9f98f0a4a5.bin,117223,1.538880,32.202560
250,b32fbd9e38c74aaf9ca5e733d359281c.bin,36051,1.377344,10.987712
251,ca08ecf430ce4eceaea30a6a2a8eef95.bin,85995,1.370368,22.250719
252,defaecb99b984b85a8630d73f5afaba2.bin,99737,1.513824,22.941824
253,54dd93feb4b34fc4b57470531bd79ff5.bin,92349,1.486080,18.075552
254,ad6cb1691dbd40669381492fc63b3b8c.bin,72094,1.351776,13.534944
255,0d2418d9f09e438bbe698731476bd8d7.bin,82057,1.346560,19.178976
256,a7cd913cf0824cec944f7f98a693e713.bin,89921,1.318656,22.507744
257,4f497d33a81042ae992f5109f2ea072f.bin,39847,1.282112,15.480640
258,9fc32f878bfc48e7917b5f24db487cc9.bin,38370,1.293440,8.673184
259,4cecbedd7c9c406ba5a0b22a3fa2e49c.bin,17709,1.212448,7.797088
260,1f73768be216451fa02caa38b04a62b3.bin,54449,1.350752,15.607776
261,1fa5506ca31d4174955140d2138db679.bin,92447,1.472416,23.709633
262,4ac8bb201c7f44cfad407f00d3b18c4d.bin,38067,1.202432,15.455360
263,d09b065aa1c74e31b0742ec36052f9c9.bin,36631,1.371136,11.100704
264,e63b580425fc45b5a585a45523bac035.bin,104777,1.464064,26.303968
265,ee14b9434c8c4adf838d3b862ed1f62e.bin,98847,1.460928,25.953472
266,114e0ea88971491bb49e93d56ff96419.bin,87855,1.459328,17.956833
267,1a18bb13ad6444f0a036b0d33f41a83e.bin,106484,1.536736,22.284161
268,cfb661d2947841ad8d6d18a0bb169d80.bin,76151,1.397824,15.434368
269,02617ba197894806bcbedadfd079f842.bin,106302,1.419904,26.305023
270,e9026a37fbb840b088677d7bbb2ea67f.bin,109101,1.451968,28.354561
271,d90f206c2a2e405e912ee046b0b27d85.bin,93924,1.440512,23.216255
272,b62301d314354c24a5112e796ee19d59.bin,92179,1.461792,20.344543
273,9f5b95a0bb20428188d4abae6a0579d1.bin,95548,1.438240,18.983521
274,3511eec3e52940aaaa964b145ed5dbc7.bin,119751,1.557600,28.259169
275,5abd3d15e63c44a8a8189a6e70a496ef.bin,101350,1.460288,25.144545
276,9e226262318d4df88e6221e46b8fe4c9.bin,65148,1.193312,12.318496
277,d7566c88bc6e4bfebf27e8322679090b.bin,41857,1.185600,9.186688
278,5bdba79e793f4133981f352b450b50c3.bin,97330,1.419008,21.964031
279,57a80885dce842049aa03cd95ccca916.bin,118595,1.560448,27.518911
280,2f9d30aaef5a462c99246c3b85624b49.bin,118354,1.555168,28.409664
281,399de82a68d24437980d200d3be092ad.bin,75186,1.276704,17.816511
282,15f664ac78d3419b923732521129a5ec.bin,98773,1.431840,21.275328
283,b4992b8d1b624ea698b8ee2342bf9661.bin,32940,1.342464,9.140992
284,d63d4b75524f4c77aa9c7f070b006911.bin,89589,1.373152,20.529505
285,2d11e1f994bb48b2b65f8fe2d28004c3.bin,90845,1.376672,20.785919
286,d42e413c7c4d4fbdba460be4f8d01da1.bin,77145,1.261248,18.783840
287,e401b2cdb56d4d6599fcf40ed020ad9c.bin,90406,1.380960,20.643681
288,cef8438abb7d46a2b08f0e1787364bca.bin,88777,1.284000,23.932447
289,e438f78547964043a1542d2eedfae584.bin,107006,1.496832,21.506592
290,b7859e2fa4b24192b675a8a67bec5790.bin,87235,1.399584,20.104544
291,4b2432efe87841efb4539660defeb601.bin,78103,1.346432,19.727392
292,a542b5d6a76c42a49ee3cf4f7130553c.bin,101867,1.487648,23.847488
293,81f68870ae19470a93ae51e7ff2583ef.bin,117299,1.517632,29.233313
294,95ead133ce5a4c7fac5e5a2b2650d552.bin,65713,1.402432,10.988896
295,f961c0cdd3224259b0cce16b74b6bbfd.bin,120723,1.551520,29.638081
296,0b8e2d1a950d4f45b9110118e3497763.bin,25894,1.024832,10.362400
297,7bb8d00122624267a777a5ed487b8703.bin,80926,1.446080,18.119583
298,d95ac2beff4e495fbf394d62bdefde3b.bin,87052,1.325632,19.264576
299,d95e76da76344b1e84cfffcd65f84b2d.bin,36029,1.343808,9.891520
300,f3697fc3fbbe4b64acffcd7816e7a59b.bin,74827,1.416960,13.074752
301,a5d381511d6748fb8626ab563d6c7022.bin,104562,1.484864,23.186464
302,8e4a8d5faf5e42bd85af535c791bf9fa.bin,91613,1.332832,18.397984
303,2e137fee62e241aca2966876af1e201f.bin,99455,1.475616,23.628160
304,3fe58fa3dd15490a82d1c9fd997fbc5b.bin,36548,1.337472,9.808160
305,27fb1580a2154ed980333554e2678dcf.bin,99634,1.433120,24.413536
306,82aa58cdc18a4b03ae40861cb0ecef79.bin,112852,1.493856,30.574207
307,104e1393ff1d4d7d8d56603527a77080.bin,108146,1.533728,26.101984
308,b8766f4291d5449d95bab459ca724ad8.bin,33930,1.244064,10.724736
309,b5636063a79d4813ae3424b0fb73a143.bin,82293,1.284384,20.949217
310,05527b6dcbb8472a85fa6b7999f63277.bin,97972,1.494624,21.456097
311,5d1c94a4e79c4ae8ab8a58977826b106.bin,117625,1.490560,32.381729
312,7a4691919fd44e7e9695cd367bcad6cb.bin,114285,1.587616,25.514336
313,d413774bb9a94863a84c3b906ce55064.bin,83722,1.308640,20.947071
314,a11122da55ec4b27b580c23e8473e874.bin,59809,1.395328,10.896544
315,2d762f1da64744c3ad3dd234e05ebf37.bin,91869,1.432928,19.047041
316,54de2c07683841cf8626494bdc4ae1d4.bin,114776,1.480608,27.397921
317,4d37ee8f85284d62a1f7465e2b005643.bin,69836,1.174848,17.622433
318,516d7cdd62404c32a3b2540c31d3c077.bin,113741,1.412288,32.672192
319,679c8be08ef5439d830ac32184e3f31f.bin,97923,1.422528,26.564352
320,b77dbdb5e6a7429dbbdb3ea86c7ec3b8.bin,68032,1.268704,14.673600
321,bfbec01aed26439ab0b1442b10a75a16.bin,76046,1.292320,17.117151
322,309a9721e7184261beb804f18d385044.bin,96493,1.424032,21.752480
323,9d0b36d611be43ffa9244ee9a4e9c5e9.bin,94264,1.461664,24.024609
324,6f07416b98d14cccbef1ca05f43bb72e.bin,100729,1.483840,22.666719
325,5ddf6aeb821146de8fd98fd73dfe02df.bin,32958,1.242112,10.306208
326,ae99f920a69243f48718491110582d6e.bin,92779,1.415232,21.199327
327,713c08361c034a2e93ba00a2151775ef.bin,114260,1.523648,27.545759
328,0d9c4c2de24b49758901191f623d426b.bin,91572,1.460192,20.023647
329,ef0b61422c07498fb30f3dcf12f4ed1c.bin,40050,1.282656,15.437408
330,c2ce54c63d3c4460b0fe76857f1993d1.bin,111060,1.473856,32.014050
331,5fdb29ad896c4eada9f5db6328ed639d.bin,29099,1.094528,10.708672
332,db29741bf3e2411e953597309225f41c.bin,76128,1.289440,18.119553
333,1b120b73e0374cddbf17ac9e6656dcb6.bin,40714,1.319584,15.400544
334,fa4978c3e74f4d288f1daed5909dc6ee.bin,107019,1.525024,28.494305
335,6648ade33185426ea5864cdf7e0f028c.bin,93138,1.320768,21.583776
336,4213954afbbf49db872817069f73ae7e.bin,36166,1.348960,11.004384
337,9c6aa2cb631841abb2cd4bebea86d03f.bin,90619,1.320928,21.278879
338,03e1fa4ec2664a34987dcc8c2898d94d.bin,118369,1.526656,31.537567
339,c5192d9d1f9b48fea113e58f83b93462.bin,33834,1.337824,9.587648
340,773712537f064bed866ee4be0a425261.bin,104562,1.475872,26.142048
341,848d0535939349018c41668705f60469.bin,116089,1.568064,24.576416
342,5a9cb38d50ba4282b6f26249a06ed700.bin,103347,1.450144,24.862528
343,298d59b27acb44e3b91aa8951b246488.bin,72532,1.349216,15.306400
344,e64806d2f67946fb9d0ed02bdd0cb616.bin,48580,1.330944,15.283776
345,ebf86bc5df2747f3ac2a1db0bd1ecf50.bin,31569,1.227040,10.368192
346,a3da8976af104ae7a48a186c610a229a.bin,102699,1.492128,22.160320
347,1a89f57231644ef9a941a51bc4322bdd.bin,39581,1.272288,13.702528
348,ecc9c875abe34151820fa427141d7471.bin,77959,1.347584,15.822272
349,deeb650a84054a07917eb84e21a358de.bin,95058,1.507648,21.381824
