ifile,name,num_valid,voxelization_time,scn_time
27,07484c624f14433c9ae39d08d8034b3f.bin,87774,1.394496,18.852224
28,a1165ef34d62441db1047c17865c5797.bin,86088,1.352928,18.636929
29,772b84ce4ae94232b1e48f7d1dc31ee0.bin,101151,1.453696,24.135712
30,16767ec4463a4d8e80e7ec9be2d29103.bin,76210,1.284928,15.391104
31,caccb9f684a14ff0a17f35c9f822f259.bin,110998,1.540768,25.197887
32,b8e720d836274c5da346f7e8a46b8a5f.bin,108226,1.418240,26.665728
33,eaa81f61d6a74d7da1d54fb2d2f2bdf8.bin,72049,1.248960,14.442336
34,3fc868d0c6984ae6855406f386d4fc69.bin,106469,1.439520,26.960480
35,6b9a36508b994d95927d7b2af790db05.bin,104598,1.461856,24.184511
36,ff203550c7614afc984ea4323e9b6799.bin,72671,1.377248,13.575840
37,addc85df1c34465090f92fa811ecaac6.bin,109316,1.490976,25.829088
38,2314ea963c6f415fafe75d8e578be1d6.bin,116417,1.537088,26.746176
39,e0c4e822835f4a2e925dec94a835d5ab.bin,70923,1.384480,14.086304
40,7d47a8f93f564e4e9546107d21de0551.bin,30489,1.250048,9.784544
41,5986a2bd42ec4cd4bacd1ff986a36882.bin,116650,1.487712,34.193153
42,aa298fdc84fb489a911a3f363d3beda9.bin,16577,1.145024,9.692320
43,08e76760a8c64a92a86686baf68f6aff.bin,110909,1.487360,25.778433
44,244f3bb0a98149b8a0cf4ecd1719cf31.bin,112493,1.543168,28.627680
45,c10534cac92945438adc094afeb541f7.bin,101826,1.312128,25.967745
46,0abd4e71179c450f935b18eed1a80f85.bin,107119,1.479808,21.710049
47,c3240502fa1e42f1aef31b01d7abe539.bin,93554,1.477024,19.269056
48,0ee2e970ef9140d7b440c93a06d4c633.bin,92291,1.517760,18.806496
49,abad69b7e6194c95b18a054aa082cfb8.bin,15853,1.105536,9.499648
50,f334e3c6c5684a9ab5ac3122287dc50c.bin,77578,1.230112,18.245504
51,c2102371cbcf4d8f9eb66069a3d5b350.bin,98098,1.418720,23.532961
52,98bf27ef19ff41fe9c46bb8fff168076.bin,80413,1.386144,16.299936
53,bf6462153f7e45ac97c6ca0469d7936b.bin,104087,1.444992,22.964865
54,fa48d1046e22419fad3615fc17225e16.bin,79271,1.299296,20.474144
55,55b9812e9276478b9860edab6a2ef3e6.bin,106500,1.474112,26.610687
56,a2125808ffbc44feb85812295db72781.bin,33068,1.347168,9.138624
57,a2f135999c12428caacda927ebcff835.bin,38636,1.136960,15.507392
58,9212da5bfd6641b4b225ae51f608dfad.bin,102461,1.450464,23.753056
59,07fad91090c746ccaa1b2bdb55329e20.bin,105544,1.532672,21.648544
60,0b356d1230cc4cf9b50580c6b432576f.bin,108271,1.562496,23.388128
61,1c9a906c40f6417bbe1cea06d6e55501.bin,103356,1.504544,21.897280
62,ec671ed4954b435a9188d1646e82466d.bin,104986,1.489600,23.605473
63,66dcc398f35845de99fd4ac9f2b98576.bin,86221,1.297280,19.072737
64,8f0808f02e6f4e30915c719e16fcc8b6.bin,96659,1.347872,24.336288
65,8887f956960c40df8e801576ad31ac93.bin,60719,1.337696,12.773312
66,d617daef46b24ba39fcc80e8f767b082.bin,98971,1.527200,16.756289
67,814720ee91d54e408e6fd0dd1b356e9c.bin,120318,1.463520,33.065601
68,2d800e7c6d03460e8532daba3641f5d2.bin,31853,1.187552,10.745280
69,d9a1ed3782c54edf8e48c0dac652869b.bin,29310,1.098432,10.904672
70,492564515fd64974a7794710e7676c84.bin,119370,1.517696,27.840351
71,65cda5e5171247e9a7a18afc9a8447d5.bin,118505,1.553568,27.229055
72,700c1a25559b4433be532de3475e58a9.bin,84732,1.303072,18.830433
73,19316021f0a64765b8ac8887ff3d0e07.bin,105488,1.423840,25.327456
74,4a1972f8731b4cdea40fc69a38a735b1.bin,116744,1.576864,26.554209
75,353a0ef8f00847f98a1540b086b4d018.bin,53726,1.330624,13.481856
76,89bc1e54d10a47f8bbb13552df6fc114.bin,40371,1.238304,17.375040
77,c3177f4c31224fcb9b95f0d18bcfc2ca.bin,65339,1.268672,14.144192
78,97b2a78e052446b0899ae1bcf8eab099.bin,101325,1.457824,22.757215
79,6b849f66b0974bff9cd073b4c70b23cb.bin,102499,1.453664,22.935808
80,ab76b5143c7c433bac44049dc2a8c9e1.bin,80651,1.254976,18.151775
81,31dc0c75e21748edb4b32c388cf4a86a.bin,113505,1.453408,30.692225
82,86958f43ae42452badc0ca07c865b890.bin,107991,1.472352,23.539040
83,4ab3ec113eb241d5abc93b2ebe1313df.bin,105925,1.471840,24.279743
84,4e9c011236e64ac3876e8ae12290b881.bin,63303,1.215616,13.519424
85,e991851a80d849f082070405128a942f.bin,46794,1.423680,10.253792
86,ed5b84e7ea6f434e99d7816b37d15f2f.bin,31907,1.186720,9.765408
87,fa4fd842a896479fa0f126d0e06c78bd.bin,34192,1.190624,10.104160
88,9f1086220cf64cf58551f5207efc31f6.bin,34741,1.242368,9.558176
89,2cdfb72242d1424c9d3bf8bcf8530cd3.bin,103709,1.358944,28.055937
90,9018d220fc7340998efa65631a9c3cd4.bin,104155,1.456608,26.750273
91,348c385855904deaba5c478b0f93cfb7.bin,114047,1.516704,28.151775
92,278d97e2af5547e989e99ab6d2d65b34.bin,89658,1.462208,17.485151
93,950d6f7fe8ca41538582327bf45afcc1.bin,107189,1.500928,22.822304
94,edea4d60969d47d09921b65cdee2cb1e.bin,79079,1.346016,15.496416
95,9d67cdab13e84fd1856e3c998dee2ece.bin,109306,1.441056,29.005184
96,b4568c3c716449ad915c3d31ea83ff2e.bin,79024,1.289536,15.643136
97,7e3b2e211788438c88a1840f5d2e6410.bin,70762,1.260320,13.643360
98,69b2fbb4027e492cb5703376d566b076.bin,60300,1.145408,11.868512
99,c9bb1b45a69f4c698c1b94df4d806519.bin,88449,1.413248,17.745983
100,a79ec336177c4db6a5579b335af98991.bin,98769,1.412672,21.541759
101,3fa7f4a3031e4f2da9e701fddcc0c525.bin,38677,1.212928,14.778336
102,37fd0ed6f7f249bd8ee12d3dc2592504.bin,67252,1.237376,14.071776
103,a75952698612457388fe4d65286ea809.bin,34463,1.202624,10.108288
104,c594b596cda64b80a0c453e6d0457415.bin,29696,1.117152,9.566272
105,f93bf83a3f0e44baa8ba57974aab4c33.bin,89174,1.411104,20.470367
106,791c46faae424d769d4c70fb72f437d7.bin,96905,1.358272,26.914656
107,d04c38eb3667435cbcadc46ee8eae374.bin,121821,1.504000,31.810720
108,6961c0f548444b1ca848236edf91a33e.bin,115739,1.488128,28.002945
109,451260b69da34aab8aed9197e283dde2.bin,90824,1.426400,18.560991
110,07036c3a872444c8a7f369d796aa401f.bin,30342,1.192192,9.665120
111,fe42b85d7f7a4107b650ffa993a4fbff.bin,114092,1.513696,26.305664
112,43cdc169284546798f3a66b131ac7c91.bin,94191,1.435808,20.147392
113,954a8657284e48488048a7ca32e4d9e3.bin,77860,1.230848,21.935808
114,0acd18a285544d33a6bbb11fe37af5bd.bin,106803,1.539200,24.769920
115,8ef17257025146b19306abed70229687.bin,42633,1.125056,12.260480
116,5e10fe792690427ebf26e32eba6281dd.bin,87377,1.300480,19.445120
117,98ee37d7d8714802ad0182ee67db1fa3.bin,105395,1.409248,29.654495
118,8a0af59b07f543a0a165180a12472d04.bin,77279,1.221696,21.203232
119,3307d1211dfd442db4a6ae544c2ae197.bin,73825,1.205632,20.732033
120,cdd29238803446ba84398ca3a4292c19.bin,83251,1.326208,20.877377
121,5b58b84c5f28465e83690772812e8b3d.bin,98721,1.351392,25.885281
122,d8cc7ad7ebc44bca98de21543ae2ad09.bin,47259,1.287232,12.289344
123,f8883f89a30a4cafb79e49f6f533e4f5.bin,118485,1.475840,28.991455
124,e5395428189c42cf9bdad9aac0325a88.bin,32869,1.224256,9.979424
125,18b3ef8c389240f39196a55621eb1930.bin,33220,1.176192,10.792576
126,57417521864243b8877733aa6b372276.bin,42313,1.356864,15.162272
127,15f61a56df7a4ecab63dda6cff25e7a0.bin,114921,1.533984,27.087681
128,856ccc626a4a4c0aaac1e62335050ac0.bin,109340,1.487488,25.857599
129,d07db190a3c14383b739d298818570e6.bin,64674,1.210048,13.764032
130,754e47c56a9f4d658d62a3d458f9d7b4.bin,94569,1.359552,23.830240
131,08303db5860e4e67b5b4ab7c30d41902.bin,98365,1.383264,25.240416
132,4208e9982fbb49329271ee6dc0dbcf64.bin,102131,1.414976,25.522593
133,9e545368482a44e282aa0d7e66fe8654.bin,71531,1.342848,13.014400
134,0924dd818c3e44eb9563984a253d51a6.bin,26269,1.013696,10.445824
135,e0fc0697837f4562b44fbcb82a419668.bin,91540,1.322976,20.028671
136,741476cbf3f2499583da8f1e2576f31a.bin,29732,1.096352,9.595872
137,178c06a23bbc4b0cb34a8708f48cf88c.bin,73660,1.299776,13.692160
138,2a398f57e45e4b018ecbc3412882e05c.bin,98987,1.403808,26.216415
139,cf53df0209f34b319ac84daa331a9d43.bin,88399,1.356448,24.698240
140,582240fdf8ba49cc8186a3002d17c11b.bin,96058,1.342240,24.450880
141,dd9273a1019a4eba8ef36232a45dd23f.bin,99360,1.461216,22.468224
142,84d3fc3616134756aa8a9545a5706e62.bin,95318,1.469696,21.956736
143,fde1435fa125431d9eb22d8e5e254a32.bin,109208,1.486112,26.459520
144,6e0955c28ecb405b98d91b089761dbbb.bin,16966,1.137792,9.778336
145,198b5dbadb9f4bc5b3447496aa4d6020.bin,105939,1.479904,23.774401
146,b9507f86eb3547bd9a5c387b42f156cc.bin,69764,1.377088,17.270369
147,4a41494da2af427e88ddb85259806046.bin,87405,1.452256,15.003584
148,cc8d4c547001442dad2c46fa7f2306c4.bin,97838,1.430528,22.178272
149,0b8bdcce84ce40a8982a6a5909ce7b33.bin,105932,1.429760,24.164673
150,5f52fc6688cd4b098799012ee6a04875.bin,115310,1.483872,28.255009
151,30d93e4625f74b07a9966a5f8e9efa9e.bin,74205,1.291456,17.562559
152,c07a480048b04e989f6fc1e002e5c5b8.bin,16897,1.117888,11.191488
153,d11f99c71cc44264a994fb0a14494b55.bin,88700,1.453344,17.790785
154,5b360c6fe72d497185ef502483f1ac68.bin,81661,1.343776,16.484575
155,9b20ac04b6c24948b4658246d6fe9e97.bin,82366,1.414816,16.216673
156,56a74470839d4c24b2878a7c5d0116e1.bin,76485,1.428320,12.809728
157,c040a969ea194be38ab9d25d97c9d9fc.bin,101983,1.421152,26.144384
158,3c23cd7c54034c298278d81d0b3d3954.bin,80860,1.374048,16.708223
159,3d83906b6b874b58a26223d23dad4d86.bin,76015,1.233728,17.396799
160,53e9e509e9e94f799620e2d554356c4d.bin,68730,1.227072,17.018944
161,ae239c877672435abcdd6b538ab68b37.bin,91713,1.348032,22.233088
162,eb22b014e4e7418b985bdd29260c0ed4.bin,110833,1.417120,28.682880
163,921c03f24e714e429d160beb33ba6db1.bin,32546,1.123936,12.096544
164,bda4f0fb063b43648614009183ddb205.bin,114213,1.483200,31.459105
165,7184209f0b664006a01f7dea4e4ed12c.bin,115238,1.442816,31.515104
166,3acae4c6cc3f49b6a654780f3c852b4c.bin,66520,1.208608,13.926304
167,0791e7e86b98473795eeffe238d6c13b.bin,111600,1.509280,25.631647
168,0106a9b8e65f4ad1867b44591aeed8b0.bin,111342,1.489664,28.344225
169,5022a147c6dc4b528605b35a90b55067.bin,99991,1.433248,24.635777
170,0526f810f7754fe8b8a4ae62fc76c535.bin,74041,1.362336,14.039520
171,cef359e1c05b416caaa25c7153269bad.bin,98284,1.463936,20.483744
172,ab5438b937a54b318799f79a9555c4b3.bin,46885,1.316000,10.863264
173,96759fe0ba264f178d7d60ef4dc129b7.bin,94474,1.435872,21.937952
174,9dec7ba7e6d44e069cc6a6c124c91ce0.bin,104491,1.418976,27.581921
175,95da06d762ea41ed8050c8d7a9cefa8c.bin,46981,1.348608,16.012672
176,22186f4894ab46b481a9e1ee31d7734e.bin,115261,1.536640,28.909121
177,8d1c7b2b85fe4befb66efe9e05e0d939.bin,110361,1.514816,22.124832
178,72f030bd5dd142d497c090dc04bb5697.bin,74780,1.347008,17.621857
179,67aad7ad948f44f8af668ea8389bdd52.bin,96843,1.358144,25.850592
180,f69afa3eed11447eb559f49c325f02d7.bin,103825,1.433184,23.910240
181,a142fabdc9624bba92782f8b3200202d.bin,76169,1.365504,17.267073
182,aa126aada7ec4a46b23162e57a7a023f.bin,35741,1.338432,10.934432
183,814f40cea21041308224320c40274e51.bin,98996,1.460160,21.258272
184,702718159551426784c32a0722aac622.bin,31894,1.191552,10.715776
185,42de34837ddf4633adc4aedf2e824c5e.bin,78205,1.348800,13.525184
186,a6261bd83c5e4e1985012b6c6c51fce0.bin,109780,1.475840,27.312063
187,bbfbdfbb51634a7885c8c8aa5c7d3ada.bin,38693,1.217408,16.914305
188,cc6d0652e2eb4240b6f07ad1be99109c.bin,83352,1.351360,17.138048
189,84fd8f6d5b2c406e9ddd1c3b72690917.bin,112769,1.495584,24.089216
190,0fb0991d71d2430aa4ccda45dd7a3bc4.bin,86335,1.354432,17.233536
191,1c7ffbf13c214f45b62d5ad58d939650.bin,84923,1.352320,18.005344
192,ab959d16b505476fa14530f8f76da1bb.bin,99917,1.420832,24.261921
193,d2695a8237424836a115110981fa9e98.bin,105958,1.455520,24.386400
194,55c258972acb4300a3a6077a531ab050.bin,87191,1.360352,21.024769
195,4c687bbe18104da1b9eef242d5abbe6b.bin,94734,1.384000,20.812063
196,34cf97ab4d6b452d862ae6c8374f7ee9.bin,94797,1.407712,25.008512
197,3adeaa8b4f5f4b32a361534424ec6c71.bin,93724,1.389696,24.662464
198,2efb57e90b3e4a108bb11ce576041a35.bin,113499,1.497472,28.441183
199,f86efa52f865437082324b8790e50b16.bin,73409,1.285760,17.806047
200,3801084b90234e549993175e80c87c94.bin,28058,1.071616,10.667296
201,6f1d27de5c6645f08e708e670d65b5d2.bin,79580,1.235584,20.854113
202,1f048fa210c64e80b9d57e3dc757702c.bin,14661,1.025856,9.154720
203,d82980cf7e294905b8b8678fed8a9530.bin,112284,1.459328,29.048449
204,df9cfdd33f954df9be47fcc2969d1791.bin,79845,1.254784,16.830688
205,7f4c0c97221549db87322909462d24a5.bin,91089,1.362784,20.246271
206,42752758fe0a460e8eb8ec6e16de0ba3.bin,59192,1.208832,11.627200
207,398ab5422d3047dcb56b36a8f7d7ebeb.bin,93958,1.436160,19.796097
208,daf72c4f98044849b0b99b72d4a8c5ad.bin,91913,1.422432,20.554655
209,0fb30231646d435eac8ed83dbe20ac4f.bin,67944,1.269920,13.944896
210,170c222d8a514f258839c489fb48ff0f.bin,109588,1.447808,30.862688
211,7955a19c9fc348ee9efc6651fce327a6.bin,71031,1.181312,17.581856
212,ab787927932e426092de09da17936634.bin,54962,1.129568,11.444384
213,d5c86824b36b4dbba467399bf3123d90.bin,74194,1.257920,18.377888
214,bce683c603f2469ab654d6395367ce09.bin,89241,1.416512,18.484640
215,4094ae4656fb4b8fb1906192b24a34cb.bin,89945,1.316576,24.396481
216,15941cb0513448e6a149afb7d954da9a.bin,31395,1.154208,11.445440
217,d527bdde872340a383de3a7cf3979e7d.bin,35812,1.241568,10.915104
218,3e2926beda084f788675fb82964d17b7.bin,117585,1.482336,29.209856
219,456ec36cb4a44ca78f36fbd90c0c34fa.bin,94517,1.492192,18.362465
220,bd0a172dbc9045d5a11b1980ccfb0d53.bin,85737,1.353376,20.638208
221,fb2a700732f24bfe86d1187ba7492ba2.bin,110208,1.503488,25.783745
222,1da9c46177344f4f9ebd3d15d199b785.bin,70397,1.253376,15.448736
223,f7b3cd928a034c48b606db29a5f2b3c5.bin,93471,1.350624,25.746080
224,6f6298fc30904f67adf4eaa6c7bb70e9.bin,96166,1.506848,19.464832
225,fe87516995a947d285cd5d815f479eaf.bin,105329,1.437248,26.628128
226,7f7fc8127993448a873bf72886a77a37.bin,121776,1.553568,29.076799
227,a15bd188376049479320d79c39611040.bin,72573,1.237824,15.407744
228,6d0cc921b3564b00ac7925cf529310ae.bin,90209,1.427840,20.896160
229,bab566602032418a86adb3e70bfaef04.bin,104427,1.400064,27.533888
230,726cd21b8e70449182811a38c4b8ac5b.bin,76480,1.292000,17.809601
231,995b3a75250b4fc5a5b785f90b5e739e.bin,96411,1.364160,25.647713
232,c81a1a2b42f04905a14373fcb4842658.bin,77259,1.370400,18.796352
233,d9cfb198219e4112b33e15f5ff448c05.bin,92738,1.462944,20.249023
234,0d3531c4944b42cb8addf066402c3e4c.bin,88302,1.438464,17.385824
235,cae4019561f143f5b924529ea50bf8a8.bin,90820,1.427424,21.268353
236,7e5447a8b3184ab1a0664511d21b8c6f.bin,32939,1.250272,9.964864
237,451419e30ed04ab189dcee83d85edaac.bin,114048,1.462688,25.116512
238,7fd597745c26471ab336b3dd41a5f6dc.bin,121333,1.532832,31.330015
239,9234bbf8c7c14d758c541f475cfa95b3.bin,104664,1.478752,24.012032
240,347769891ac0459d868710c7542324a8.bin,95721,1.408096,21.991392
241,0afa886817744d61be66f0bcea2be47c.bin,114862,1.492704,29.693983
242,d7f3a1ff633c493a87a94ab0b39a14a7.bin,102580,1.489312,25.087040
243,c0e18beded2d45d29662c2129503d4f7.bin,42266,1.407808,15.554720
244,7df1288fed8a403b8e7a35112b392d7c.bin,106432,1.508320,26.056000
245,8a75ea80dd4646d7bf2775ccfd012db6.bin,103536,1.503776,22.421503
246,b3f975c461014d0e841c56a20a180f7f.bin,99358,1.384224,26.855392
247,7057a04d83e447829ea18cc201fef956.bin,30768,1.138688,9.666240
248,4df2af10c79949eba536dbbaaa631b33.bin,34048,1.250336,10.091648
249,510c3f937ce54fafa51f9c9f98f0a4a5.bin,117223,1.491744,32.297249
250,b32fbd9e38c74aaf9ca5e733d359281c.bin,36051,1.377792,10.995360
251,ca08ecf430ce4eceaea30a6a2a8eef95.bin,85995,1.336416,22.112736
252,defaecb99b984b85a8630d73f5afaba2.bin,99737,1.480512,22.934303
253,54dd93feb4b34fc4b57470531bd79ff5.bin,92349,1.478688,18.056959
254,ad6cb1691dbd40669381492fc63b3b8c.bin,72094,1.346880,13.564896
255,0d2418d9f09e438bbe698731476bd8d7.bin,82057,1.329856,19.184704
256,a7cd913cf0824cec944f7f98a693e713.bin,89921,1.304096,22.467104
257,4f497d33a81042ae992f5109f2ea072f.bin,39847,1.241760,15.488672
258,9fc32f878bfc48e7917b5f24db487cc9.bin,38370,1.267648,8.642880
259,4cecbedd7c9c406ba5a0b22a3fa2e49c.bin,17709,1.178240,7.851552
260,1f73768be216451fa02caa38b04a62b3.bin,54449,1.308672,15.621472
261,1fa5506ca31d4174955140d2138db679.bin,92447,1.443200,23.632929
262,4ac8bb201c7f44cfad407f00d3b18c4d.bin,38067,1.174592,15.402464
263,d09b065aa1c74e31b0742ec36052f9c9.bin,36631,1.380160,11.026688
264,e63b580425fc45b5a585a45523bac035.bin,104777,1.457856,26.245567
265,ee14b9434c8c4adf838d3b862ed1f62e.bin,98847,1.453920,25.978720
266,114e0ea88971491bb49e93d56ff96419.bin,87855,1.477248,18.010880
267,1a18bb13ad6444f0a036b0d33f41a83e.bin,106484,1.521696,22.272545
268,cfb661d2947841ad8d6d18a0bb169d80.bin,76151,1.379840,15.423392
269,02617ba197894806bcbedadfd079f842.bin,106302,1.420128,26.246016
270,e9026a37fbb840b088677d7bbb2ea67f.bin,109101,1.464448,28.468544
271,d90f206c2a2e405e912ee046b0b27d85.bin,93924,1.475968,23.236128
272,b62301d314354c24a5112e796ee19d59.bin,92179,1.469504,20.349983
273,9f5b95a0bb20428188d4abae6a0579d1.bin,95548,1.425536,18.990976
274,3511eec3e52940aaaa964b145ed5dbc7.bin,119751,1.547808,28.118656
275,5abd3d15e63c44a8a8189a6e70a496ef.bin,101350,1.448192,25.180832
276,9e226262318d4df88e6221e46b8fe4c9.bin,65148,1.192032,12.327744
277,d7566c88bc6e4bfebf27e8322679090b.bin,41857,1.180256,9.212320
278,5bdba79e793f4133981f352b450b50c3.bin,97330,1.435648,21.960833
279,57a80885dce842049aa03cd95ccca916.bin,118595,1.551360,27.517729
280,2f9d30aaef5a462c99246c3b85624b49.bin,118354,1.543872,28.336544
281,399de82a68d24437980d200d3be092ad.bin,75186,1.302688,17.832832
282,15f664ac78d3419b923732521129a5ec.bin,98773,1.433248,21.296385
283,b4992b8d1b624ea698b8ee2342bf9661.bin,32940,1.344928,9.166624
284,d63d4b75524f4c77aa9c7f070b006911.bin,89589,1.387008,20.490751
285,2d11e1f994bb48b2b65f8fe2d28004c3.bin,90845,1.379328,20.745665
286,d42e413c7c4d4fbdba460be4f8d01da1.bin,77145,1.249920,18.790943
287,e401b2cdb56d4d6599fcf40ed020ad9c.bin,90406,1.383648,20.638720
288,cef8438abb7d46a2b08f0e1787364bca.bin,88777,1.285760,23.993408
289,e438f78547964043a1542d2eedfae584.bin,107006,1.495648,21.482143
290,b7859e2fa4b24192b675a8a67bec5790.bin,87235,1.385568,20.137760
291,4b2432efe87841efb4539660defeb601.bin,78103,1.270752,19.699167
292,a542b5d6a76c42a49ee3cf4f7130553c.bin,101867,1.501120,23.821793
293,81f68870ae19470a93ae51e7ff2583ef.bin,117299,1.495040,29.255232
294,95ead133ce5a4c7fac5e5a2b2650d552.bin,65713,1.354560,11.031584
295,f961c0cdd3224259b0cce16b74b6bbfd.bin,120723,1.551648,29.663136
296,0b8e2d1a950d4f45b9110118e3497763.bin,25894,1.037056,10.334240
297,7bb8d00122624267a777a5ed487b8703.bin,80926,1.457792,18.112991
298,d95ac2beff4e495fbf394d62bdefde3b.bin,87052,1.336160,19.303808
299,d95e76da76344b1e84cfffcd65f84b2d.bin,36029,1.315008,9.922720
300,f3697fc3fbbe4b64acffcd7816e7a59b.bin,74827,1.401120,13.087968
301,a5d381511d6748fb8626ab563d6c7022.bin,104562,1.462624,23.222624
302,8e4a8d5faf5e42bd85af535c791bf9fa.bin,91613,1.329888,18.412384
303,2e137fee62e241aca2966876af1e201f.bin,99455,1.453440,23.592575
304,3fe58fa3dd15490a82d1c9fd997fbc5b.bin,36548,1.325440,9.826400
305,27fb1580a2154ed980333554e2678dcf.bin,99634,1.427328,24.393375
306,82aa58cdc18a4b03ae40861cb0ecef79.bin,112852,1.452512,30.596800
307,104e1393ff1d4d7d8d56603527a77080.bin,108146,1.546304,26.117023
308,b8766f4291d5449d95bab459ca724ad8.bin,33930,1.238912,10.724608
309,b5636063a79d4813ae3424b0fb73a143.bin,82293,1.269408,20.925600
310,05527b6dcbb8472a85fa6b7999f63277.bin,97972,1.487104,21.431200
311,5d1c94a4e79c4ae8ab8a58977826b106.bin,117625,1.607424,32.606113
312,7a4691919fd44e7e9695cd367bcad6cb.bin,114285,1.601568,25.480000
313,d413774bb9a94863a84c3b906ce55064.bin,83722,1.286336,20.921728
314,a11122da55ec4b27b580c23e8473e874.bin,59809,1.354336,10.915840
315,2d762f1da64744c3ad3dd234e05ebf37.bin,91869,1.428416,19.108383
316,54de2c07683841cf8626494bdc4ae1d4.bin,114776,1.484960,27.383295
317,4d37ee8f85284d62a1f7465e2b005643.bin,69836,1.160800,17.641760
318,516d7cdd62404c32a3b2540c31d3c077.bin,113741,1.436896,32.776001
319,679c8be08ef5439d830ac32184e3f31f.bin,97923,1.413920,26.471008
320,b77dbdb5e6a7429dbbdb3ea86c7ec3b8.bin,68032,1.252800,14.738080
321,bfbec01aed26439ab0b1442b10a75a16.bin,76046,1.284416,17.141825
322,309a9721e7184261beb804f18d385044.bin,96493,1.417632,21.734400
323,9d0b36d611be43ffa9244ee9a4e9c5e9.bin,94264,1.494016,23.971712
324,6f07416b98d14cccbef1ca05f43bb72e.bin,100729,1.457248,22.725632
325,5ddf6aeb821146de8fd98fd73dfe02df.bin,32958,1.231712,10.300768
326,ae99f920a69243f48718491110582d6e.bin,92779,1.472960,21.206367
327,713c08361c034a2e93ba00a2151775ef.bin,114260,1.517600,27.536640
328,0d9c4c2de24b49758901191f623d426b.bin,91572,1.444480,19.997663
329,ef0b61422c07498fb30f3dcf12f4ed1c.bin,40050,1.238528,15.436320
330,c2ce54c63d3c4460b0fe76857f1993d1.bin,111060,1.452128,32.220993
331,5fdb29ad896c4eada9f5db6328ed639d.bin,29099,1.062944,10.789344
332,db29741bf3e2411e953597309225f41c.bin,76128,1.289248,18.118401
333,1b120b73e0374cddbf17ac9e6656dcb6.bin,40714,1.312576,15.409856
334,fa4978c3e74f4d288f1daed5909dc6ee.bin,107019,1.473440,28.445663
335,6648ade33185426ea5864cdf7e0f028c.bin,93138,1.320096,21.643744
336,4213954afbbf49db872817069f73ae7e.bin,36166,1.354720,11.004608
337,9c6aa2cb631841abb2cd4bebea86d03f.bin,90619,1.309152,21.271040
338,03e1fa4ec2664a34987dcc8c2898d94d.bin,118369,1.484512,31.556671
339,c5192d9d1f9b48fea113e58f83b93462.bin,33834,1.330208,9.539072
340,773712537f064bed866ee4be0a425261.bin,104562,1.453472,26.123455
341,848d0535939349018c41668705f60469.bin,116089,1.522816,24.586784
342,5a9cb38d50ba4282b6f26249a06ed700.bin,103347,1.429568,24.871937
343,298d59b27acb44e3b91aa8951b246488.bin,72532,1.312320,15.330112
344,e64806d2f67946fb9d0ed02bdd0cb616.bin,48580,1.294112,15.304640
345,ebf86bc5df2747f3ac2a1db0bd1ecf50.bin,31569,1.197376,10.379584
346,a3da8976af104ae7a48a186c610a229a.bin,102699,1.474048,22.097759
347,1a89f57231644ef9a941a51bc4322bdd.bin,39581,1.234240,13.757472
348,ecc9c875abe34151820fa427141d7471.bin,77959,1.329120,15.818144
349,deeb650a84054a07917eb84e21a358de.bin,95058,1.478912,21.431841
